DATE,DESCIPTION,DEBIT,CREDIT,BALANCE
9/3/2024,Internet Banking INTERNET TRANSFER 000000119532,350,,
9/3/2024,Internet Banking E-TRANSFER 105126276934 SEMIR G ABDELLA,,350,
8/30/2024,Branch Transaction OVERDRAFT INTEREST CHARGE,0.19,,
8/30/2024,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
8/30/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,100,,
8/30/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
8/30/2024,Internet Banking INTERNET TRANSFER 000000229457,,250,
8/30/2024,Internet Banking E-TRANSFER 105125880355 Isaac A,150,,
8/30/2024,Internet Banking E-TRANSFER 105125744022 Jenny Phan,1650,,
8/30/2024,Internet Banking INTERNET TRANSFER 000000213846,,1400,
8/30/2024,Internet Banking INTERNET TRANSFER 000000217932,247.48,,
8/30/2024,Internet Banking INTERNET TRANSFER 000000208675,1700,,
8/30/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2426.73,
8/27/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
8/27/2024,Internet Banking E-TRANSFER 105120778927 Shawn Gerty,60,,
8/26/2024,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
8/26/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000000000000000 B.C. HYDRO & POWER AUTHORITY,198.3,,
8/26/2024,Internet Banking INTERNET TRANSFER 000000206795,,76.32,
8/23/2024,Internet Banking FULFILL REQUEST 105117131296 SEMIR G ABDELLA,100,,
8/23/2024,Internet Banking INTERNET TRANSFER 000000127719,,150,
8/22/2024,Internet Banking E-TRANSFER 105115583651 NHUPHAN,,59.49,
8/20/2024,Internet Banking FULFILL REQUEST 105113098025 SEMIR G ABDELLA,220,,
8/20/2024,Internet Banking INTERNET TRANSFER 000000127613,,100,
8/19/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 ICBC,79.01,,
8/19/2024,Internet Banking E-TRANSFER 105110730573 Isaac A,40,,
8/19/2024,Internet Banking INTERNET TRANSFER 000000130637,,50,
8/19/2024,Internet Banking E-TRANSFER 105109375102 Isaac A,400,,
8/19/2024,Internet Banking E-TRANSFER 105109371716 Isaac A,350,,
8/19/2024,Internet Banking INTERNET BILL PAY 000000231874 BELL MOBILITY / BELL MOBI,133.63,,
8/19/2024,Internet Banking INTERNET TRANSFER 000000238514,100,,
8/19/2024,Internet Banking INTERNET TRANSFER 000000227497,500,,
8/19/2024,Internet Banking E-TRANSFER 105109306990 Shawn Gerty,150,,
8/19/2024,Internet Banking FULFILL REQUEST 105109303295 Cash Money,360.14,,
8/16/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,44.6,,
8/16/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,100,,
8/16/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
8/16/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2416.96,
8/14/2024,Internet Banking FULFILL REQUEST 105105296259 SEMIR G ABDELLA,135,,
8/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT BR : 9915 TD ON-LINE LOANS SYSTEM,136.71,,
8/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT TD LOAN INSUR CT LOAN INSURANCE,10.16,,
8/12/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,61.61,,
8/12/2024,Point of Sale - Interac RETAIL PURCHASE 422513324993 SHELL C47030,91.25,,
8/12/2024,Point of Sale - Interac RETAIL PURCHASE 000001001563 PENINSULA CO-OP,53.78,,
8/12/2024,Point of Sale - Interac RETAIL PURCHASE 000001001697 WALMART STORE #,302.83,,
8/12/2024,Point of Sale - Interac RETAIL PURCHASE 422321361756 MARK'S STORE #2,806.25,,
8/12/2024,Internet Banking INTERNET TRANSFER 000000111869,,850,
8/12/2024,Internet Banking INTERNET TRANSFER 000000129055,,800,
8/8/2024,Internet Banking FULFILL REQUEST 105099379224 SEMIR G ABDELLA,205,,
8/8/2024,Internet Banking INTERNET TRANSFER 000000228863,,150,
8/6/2024,Internet Banking E-TRANSFER 105096688481 Shawn Gerty,200,,
8/6/2024,Internet Banking INTERNET TRANSFER 000000203033,200,,
8/6/2024,Internet Banking INTERNET TRANSFER 000000218156,406.77,,
8/6/2024,Internet Banking FULFILL REQUEST 105094589349 Cash Money,1122.76,,
8/2/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,59.84,,
8/2/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,100,,
8/2/2024,Electronic Funds Transfer PREAUTHORIZED DEBIT 000408409422962 SCOTIA BANK - SPL LOAN PAYMENT,183.75,,
8/2/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2337.57,
7/31/2024,Branch Transaction SERVICE CHARGE DISCOUNT,,2.5,
7/31/2024,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
7/31/2024,Internet Banking E-TRANSFER 105087997325 Isaac A,53.34,,
7/30/2024,Internet Banking INTERNET TRANSFER 000000117534,40,,
7/29/2024,Internet Banking INTERNET TRANSFER 000000119617,40,,
7/29/2024,Point of Sale - Interac RETAIL PURCHASE 001001001517 7 ELEVEN STORE,16.95,,
7/29/2024,Point of Sale - Interac RETAIL PURCHASE 000001882354 11199 MACS CONV,162.61,,
7/26/2024,Point of Sale - Interac RETAIL PURCHASE 420810074084 STARBUCKS COFFE,5.46,,
7/26/2024,Internet Banking INTERNET TRANSFER 000000109202,3.76,,
7/25/2024,Internet Banking FULFILL REQUEST 105081719737 SEMIR G ABDELLA,355,,
7/24/2024,Point of Sale - Interac RETAIL PURCHASE 420613006862 STARBUCKS COFFE,5.46,,
7/24/2024,Internet Banking E-TRANSFER 105080265036 Isaac A,200,,
7/23/2024,Point of Sale - Interac RETAIL PURCHASE A1DT966M0000 Subway 14690,17.36,,
7/23/2024,Point of Sale - Interac RETAIL PURCHASE 420520406794 SHELL C47030,142.41,,
7/23/2024,Internet Banking FULFILL REQUEST 105079444145 SEMIR G ABDELLA,305,,
7/22/2024,Point of Sale - Interac RETAIL PURCHASE 420216591788 STARBUCKS COFFE,6.46,,
7/22/2024,Point of Sale - Interac RETAIL PURCHASE 001001001917 REAL CDN. SUPER,24.95,,
7/22/2024,Point of Sale - Interac RETAIL PURCHASE 000001001616 WALMART STORE #,160.37,,
7/22/2024,Point of Sale - Interac RETAIL PURCHASE 998973280720 GFL DUNFORD,19.55,,
7/22/2024,Internet Banking E-TRANSFER 105076501394 Isaac A,75,,
7/19/2024,Internet Banking E-TRANSFER 105074735127 Isaac A,120,,
7/19/2024,Internet Banking E-TRANSFER 105074695966 Isaac A,750,,
7/19/2024,Electronic Funds Transfer PAY PROVINCE OF B.C,,2548.68,
7/12/2024,Automated Banking Machine ATM DEPOSIT WESTERN COMMUNITIES SERV 1E42,,5,
